"transaction_id","transaction_datetime","customer_id","merchant_id","payment_channel","payment_method","transaction_amount","transaction_fee","currency","transaction_status","merchant_category","customer_region","device_type","is_fraud_flag","settlement_date"
"TXN100031","2024-03-03 05:47:28.764602","CUST1745","MER303","Bank Transfer",NULL,"13980.95","53.93","NGN","Failed","E-commerce","London","POS",0,"2024-03-03"
"TXN100032","2024-01-24 17:51:07.036384","CUST1095","MER265","Bank Transfer","Wallet Balance","18333.42","121.53","NGN","Successful","E-commerce","Lagos","Web",0,"2024-01-24"
"TXN100033","2024-12-12 08:14:14.302821","CUST1068","MER300","USSD","Wallet Balance","13696.48","22.53","NGN","Successful","Retail","Lagos","Web",0,"2024-12-12"
"TXN100034","2024-12-18 10:56:11.795039","CUST1629","MER223","Card","Wallet Balance","13715.41","146.09","NGN","Successful","E-commerce","Lagos",NULL,0,"2024-12-18"
"TXN100035","2024-10-22 01:33:38.770201","CUST1189","MER389","Bank Transfer","Debit Card","18296.98","228.39","NGN","Successful","Retail","Lagos","Mobile",0,"2024-10-24"
"TXN100036","2024-04-21 04:24:59.824651","CUST1745","MER333","USSD","Wallet Balance","15951.14","239.09",NULL,"Successful","Retail","Port Harcourt","Mobile",0,"2024-04-21"
"TXN100037","2024-02-05 15:36:27.787305","CUST1439","MER224",NULL,"Debit Card","13531.03","154.71","USD","Successful","Transport","Lagos","Mobile",0,"2024-02-05"
"TXN100038","2024-09-06 17:52:52.724087","CUST1357","MER416","USSD","Credit Card","13431.18","37.8","NGN","Failed","Utilities","Manchester","POS",NULL,"2024-09-06"
"TXN100039","2024-06-09 15:44:09.042572","CUST1543","MER259","Wallet","Debit Card","53940.02","120.6","NGN","Successful","E-commerce","London","Web",0,"2024-06-10"
"TXN100040","2024-02-14 13:03:17.774065","CUST1461","MER363","Wallet","Wallet Balance","13159.07","280.31","USD","Failed","Transport","Lagos","Mobile",0,"2024-02-14"
"TXN100041","2024-06-29 17:44:59.037269","CUST1355","MER330","Bank Transfer","Debit Card","14582.6","237.3746855394736","NGN","Successful","Retail","Abuja","Mobile",1,"2024-06-29"
"TXN100042","2024-01-13 13:14:36.40189","CUST1746","MER237","Card","Debit Card","3987.23","102.73","NGN","Successful","Hospitality","Lagos","Mobile",0,"2024-01-13"
"TXN100043","2024-11-27 21:38:48.199956","CUST1385","MER295","USSD","Credit Card","32639.92","226.58","NGN","Successful","Retail","Lagos","Mobile",0,"2024-11-29"
"TXN100044","2024-04-04 10:54:45.499738","CUST1237","MER247","USSD","Wallet Balance","1991.62","222.74","NGN","Failed","E-commerce","Lagos","Mobile",0,"2024-04-04"
"TXN100045","2024-08-29 19:41:42.759387","CUST1525","MER252","USSD","Credit Card","8185.67","274.54","NGN","Failed","E-commerce","Abuja",NULL,0,"2024-09-01"
"TXN100046","2024-04-23 18:35:20.495556","CUST1160","MER402","Bank Transfer","Debit Card","24549.84","122.55",NULL,"Successful","Retail","Manchester","Mobile",0,"2024-04-23"
"TXN100047","2024-07-08 19:47:45.115863","CUST1599","MER298","Bank Transfer","Debit Card","3571.89","159.23","NGN","Successful","Retail","Manchester","Mobile",0,"2024-07-08"
"TXN100048","2024-07-18 13:10:55.36937","CUST1440","MER316","Card","Wallet Balance","10414.47","145.54","NGN","Successful","Hospitality","London","Mobile",0,"2024-07-18"
"TXN100049","2024-03-08 11:19:30.109453","CUST1549","MER420","Bank Transfer",NULL,"16714.24","279.05","NGN","Failed","Utilities","Port Harcourt","Web",0,"2024-03-09"
"TXN100050","2024-12-19 21:33:40.821183","CUST1250","MER220","Card","Wallet Balance","15791.83","233.11","USD","Failed","Retail","Manchester","Web",0,"2024-12-21"
"TXN100051","2024-10-09 22:09:48.717516","CUST1665","MER300","Wallet","Credit Card","10181.6","251.12","USD","Successful","Hospitality","Abuja","Mobile",0,"2024-10-09"
"TXN100052","2024-12-08 22:00:38.621168","CUST1199","MER255","Card","Wallet Balance","28136.59","48.6","NGN","Successful","Transport","Lagos","POS",0,"2024-12-10"
"TXN100053","2024-11-22 14:41:15.323086","CUST1411","MER210","Card","Debit Card","29243.19","239.64","USD","Failed","Transport","Port Harcourt","Web",NULL,"2024-11-24"
"TXN100054","2024-08-06 05:36:13.731786","CUST1416","MER349","Bank Transfer","Credit Card","25015.06","135.56","NGN","Successful","Utilities","Manchester",NULL,0,"2024-08-06"
"TXN100055","2024-12-02 11:37:05.875689","CUST1613","MER445","USSD","Credit Card","12111.37","16.77","NGN","Successful","E-commerce","Lagos","Mobile",0,"2024-12-04"
"TXN100056","2024-02-02 07:11:39.544709","CUST1415","MER415","Bank Transfer","Debit Card","18958.92","27.43","NGN","Successful","Transport","Lagos","Mobile",0,"2024-02-02"
"TXN100057","2024-03-12 12:48:35.54925","CUST1329","MER202","Card","Wallet Balance","11081.94","206.59","NGN","Successful","Retail","Lagos",NULL,0,"2024-03-17"
"TXN100058","2024-01-17 12:11:27.783083","CUST1434","MER425","Bank Transfer","Credit Card","64862.85","117.88","NGN","Reversed","Utilities","Lagos","POS",0,"2024-01-19"
"TXN100059","2024-04-28 17:53:37.31095","CUST1765","MER232","Card","Debit Card","21128.16","811.2393777249929","NGN","Pending","Utilities","Lagos","POS",0,NULL
"TXN100060","2024-05-21 20:48:47.007648","CUST1479","MER386","Wallet","Debit Card","12163.4","222.94","NGN","Successful","Hospitality","Abuja","Web",0,"2024-05-22"
"TXN100061","2024-04-09 01:01:03.066022","CUST1068","MER329","Wallet","Debit Card","57691.76","16.29","NGN","Successful","Transport","Manchester","Web",0,"2024-04-09"
"TXN100062","2024-10-29 11:44:26.088615","CUST1169","MER282","Bank Transfer","Credit Card","13272.69","209.2","NGN","Failed","Utilities","Manchester","POS",0,"2024-10-29"
"TXN100063","2024-05-10 05:09:32.910609","CUST1047","MER268","Card","Debit Card","20594.46","65.78","NGN","Successful","Retail","Manchester","Mobile",0,"2024-05-10"
"TXN100064","2024-04-12 12:59:10.697501","CUST1675","MER334","USSD","Debit Card","28428.21","132.55","NGN","Successful","Hospitality","Lagos","Web",0,"2024-04-14"
"TXN100065","2024-07-17 02:01:03.678478","CUST1257","MER348","Card","Wallet Balance","11433.33","592.4914301420703","NGN","Successful","Transport","Lagos","POS",0,"2024-07-17"
"TXN100066","2024-02-21 10:29:46.358804","CUST1370","MER229","Bank Transfer","Wallet Balance","10826.83","263.09","USD","Successful","Utilities","Lagos","Mobile",0,"2024-02-21"
"TXN100067","2024-10-19 19:14:43.98506","CUST1140","MER330","Card","Wallet Balance","31704.85","142.27","GBP","Successful","Hospitality","Manchester","Mobile",0,"2024-10-21"
"TXN100068","2024-01-28 05:03:49.099085","CUST1676","MER268","Wallet","Credit Card","28410.64","244.46","NGN","Successful","E-commerce","Lagos","Mobile",0,"2024-01-30"
"TXN100069","2024-12-26 05:07:46.432634","CUST1691","MER377","Card","Wallet Balance","28355.08","237.06","NGN","Successful","Utilities","Port Harcourt","POS",0,"2024-12-26"
"TXN100070","2024-10-08 20:51:51.044539","CUST1565","MER255","Bank Transfer","Wallet Balance","23327.91","130.22","NGN","Pending","E-commerce","Lagos","Web",0,"2024-10-09"
"TXN100071","2024-03-13 12:44:57.732862","CUST1792","MER290","USSD","Wallet Balance","53604.81","155.28",NULL,"Pending","Hospitality","Lagos","Web",0,"2024-03-13"
"TXN100072","2024-01-03 00:22:25.48561","CUST1151","MER300","Bank Transfer","Credit Card","17855.54","213.14","NGN","Failed","E-commerce","Lagos","POS",0,"2024-01-05"
"TXN100073","2024-10-24 15:26:31.607752","CUST1479","MER267","Card","Debit Card","9320.67","19.03","USD","Successful","Utilities","London","Mobile",0,"2024-10-25"
"TXN100074","2024-09-15 00:04:13.195578","CUST1695","MER414",NULL,NULL,"6689.57","268.34","NGN","Successful","E-commerce","Lagos","POS",0,"2024-09-16"
"TXN100075","2024-09-23 02:06:10.051341","CUST1337","MER238","Bank Transfer","Debit Card","13014.36","233.25",NULL,"Failed","Retail","Lagos","Mobile",0,NULL
"TXN100076","2024-10-08 12:19:41.653088","CUST1675","MER211","USSD","Debit Card","579.01","82.33","NGN","Pending","Transport","Abuja","Web",0,"2024-10-10"
"TXN100077","2024-01-28 00:37:52.137086","CUST1023","MER414","Card","Debit Card","39290.08","294.54",NULL,"Successful","Transport","Port Harcourt","Mobile",0,"2024-01-28"
"TXN100078","2024-05-10 20:09:35.215372","CUST1321","MER284","Bank Transfer","Debit Card","22435.96","62.02","NGN","Successful","Transport","Abuja","Mobile",0,"2024-05-12"
"TXN100079","2024-02-12 07:00:46.661185","CUST1646","MER355","Bank Transfer",NULL,"9257.11","275.09",NULL,"Successful","E-commerce","Manchester","Mobile",0,"2024-02-15"
"TXN100080","2024-11-11 00:47:09.638413","CUST1770","MER411","Card","Credit Card","33159.67","104.1","NGN","Successful","Retail","Abuja","Mobile",0,"2024-11-11"
"TXN100081","2024-08-15 12:05:29.727634","CUST1199","MER209","Card","Credit Card","6678.01","231.31","NGN","Successful","Retail","Lagos","POS",0,"2024-08-17"
"TXN100082","2024-04-30 18:40:00.111753","CUST1091","MER401","Wallet","Wallet Balance","8093.6","142.35","USD","Reversed","Transport","Abuja","Mobile",0,"2024-04-30"
"TXN100083","2024-01-24 04:46:16.13462","CUST1095","MER288","Card","Credit Card","18266.76","223.58","NGN","Successful","Transport","Abuja","Mobile",0,"2024-01-24"
"TXN100084","2024-04-23 12:12:18.497625","CUST1120","MER248","Card","Debit Card","42615.06","55.18","NGN","Successful","Transport","London",NULL,0,"2024-04-24"
"TXN100085","2024-04-28 16:36:21.243435","CUST1148","MER225","Bank Transfer","Credit Card","22274.49","88.16","NGN","Reversed","Hospitality","Manchester","Mobile",0,"2024-04-28"
"TXN100086","2024-09-23 07:21:00.440069","CUST1350","MER323","Wallet","Wallet Balance","1003.54","38.96","USD","Successful","E-commerce","London",NULL,0,"2024-09-23"
"TXN100087","2024-08-20 17:00:12.416658","CUST1703","MER330","Card","Debit Card","8265.2","260.89","GBP","Failed","Transport","Abuja","POS",0,"2024-08-20"
"TXN100088","2024-11-19 19:59:01.049887","CUST1238","MER200","Bank Transfer","Wallet Balance","9420.63","95.92","NGN","Successful","Retail","Lagos","Mobile",0,"2024-11-21"
"TXN100089","2024-06-21 08:36:09.879907","CUST1789","MER281","Card","Debit Card","19841.58","211.4","NGN","Reversed","Utilities","Manchester","Mobile",0,"2024-06-22"
"TXN100090","2024-02-13 15:38:44.13991","CUST1785","MER414","Card","Debit Card","5462.58","247.86","USD","Successful","E-commerce","Abuja","Web",NULL,"2024-02-15"
"TXN100091","2024-09-17 08:01:27.609864","CUST1091","MER298","Card","Debit Card","5918.86","271.41","NGN","Reversed","Transport","London","POS",0,"2024-09-18"
"TXN100092","2024-10-04 16:28:37.293182","CUST1694","MER224","Wallet","Debit Card","14194.25","40.83","USD","Successful","Retail",NULL,"Mobile",0,"2024-10-05"
"TXN100093","2024-07-23 20:47:17.702552","CUST1434","MER289","Card","Wallet Balance","26056.77","833.616257599585","USD","Successful","Retail","Port Harcourt","Mobile",0,"2024-07-23"
"TXN100094","2024-10-08 09:40:20.987047","CUST1052","MER239","Card","Wallet Balance","27279.54","67.2","USD","Successful","Retail","Abuja","POS",0,"2024-10-08"
"TXN100095","2024-06-29 05:38:57.926947","CUST1491","MER344","Bank Transfer","Debit Card","18260.4","223.7","NGN","Successful","Transport","Port Harcourt","Mobile",0,"2024-06-29"
"TXN100096","2024-07-09 19:08:22.50739","CUST1475","MER419","Wallet","Credit Card","30055.34","221.37",NULL,"Successful","E-commerce","Lagos","Mobile",0,"2024-07-09"
"TXN100097","2024-06-05 01:15:33.554955","CUST1691","MER340","Card","Wallet Balance","67923.5","12.47","USD","Reversed","Hospitality","Abuja","POS",0,"2024-06-08"
"TXN100098","2024-01-10 06:40:17.581002","CUST1365","MER397","Bank Transfer","Debit Card","46326.11","73.98","USD","Successful","Transport","Lagos","POS",0,"2024-01-11"
"TXN100099","2024-02-09 09:07:44.041661","CUST1782","MER334","Card","Debit Card","11879.65","152.65","NGN","Successful","E-commerce","Lagos","Mobile",0,"2024-02-12"
"TXN100100","2024-01-12 11:19:10.799817","CUST1780","MER242","Bank Transfer",NULL,"5245.73","131.81","NGN","Successful",NULL,"Port Harcourt","Mobile",0,"2024-01-14"
"TXN100101","2024-08-20 06:57:18.729614","CUST1140","MER339","Bank Transfer","Credit Card","12977.03","276.39","NGN","Failed","E-commerce","Port Harcourt","Web",0,"2024-08-20"
"TXN100102","2024-04-24 17:45:30.219223","CUST1060","MER325","Bank Transfer",NULL,"8402.42","114.32","NGN","Successful","E-commerce","London","Mobile",0,"2024-04-24"
"TXN100103","2024-07-04 15:04:45.31657","CUST1012","MER332","Card","Debit Card","23210.01","281.73","NGN","Reversed","Hospitality","Manchester","Mobile",0,"2024-07-09"
"TXN100104","2024-11-27 06:16:56.321733","CUST1435","MER311","Card","Wallet Balance","6812.82","143.23","NGN","Successful","Transport","Lagos","POS",1,"2024-11-27"
"TXN100105","2024-03-31 23:47:59.738439","CUST1528","MER331","Card","Debit Card","16174.4","289.66","NGN","Successful","Retail","London",NULL,0,"2024-04-02"
"TXN100106","2024-05-29 18:57:15.860852","CUST1312","MER221","Bank Transfer","Debit Card","8407.29","223.83","USD","Successful",NULL,"Abuja","Mobile",0,"2024-05-30"
"TXN100107","2024-10-02 18:37:40.705094","CUST1233","MER315","Card","Credit Card","13752.77","250.51","USD","Failed","Transport","Port Harcourt","Web",0,"2024-10-04"
"TXN100108","2024-03-24 12:16:18.946944","CUST1371","MER402","Wallet","Debit Card","16847.37","40.41","GBP","Successful","E-commerce","Manchester","Mobile",0,"2024-03-26"
"TXN100109","2024-01-29 02:20:38.436361","CUST1518","MER223",NULL,"Debit Card","25561.16","179.98","NGN","Failed","E-commerce","Lagos","Mobile",0,"2024-01-29"
"TXN100110","2024-04-15 18:13:21.819089","CUST1395","MER292",NULL,"Debit Card","16919.72","51.38","NGN","Successful","Transport","Port Harcourt","Mobile",0,NULL
"TXN100111","2024-02-28 20:17:54.514842","CUST1244","MER209","Wallet","Debit Card","11083.49","96.31","NGN","Successful","Utilities","Abuja","Mobile",0,"2024-02-28"
"TXN100112","2024-12-05 08:09:05.164275","CUST1515","MER218","USSD","Wallet Balance","28359.45","190.83","NGN","Pending","Utilities","London","Web",0,"2024-12-06"
"TXN100113","2024-10-21 23:08:04.289943","CUST1505","MER203","USSD","Credit Card","17558.02","220.61","NGN","Successful","Retail","Port Harcourt","POS",0,"2024-10-22"
"TXN100114","2024-08-19 04:37:00.865313","CUST1130","MER302","Card","Debit Card","11891.24","21.36","NGN","Successful","Retail","London","Mobile",0,"2024-08-22"
"TXN100115","2024-11-14 01:59:41.17216","CUST1587","MER353","USSD","Debit Card","25986.78","163.97","NGN","Successful","Utilities","Lagos","Mobile",0,"2024-11-14"
"TXN100116","2024-10-20 08:10:02.61709","CUST1272","MER287","Bank Transfer","Debit Card","19960.94","173.94","NGN","Successful","Retail","London","Mobile",0,"2024-10-20"
"TXN100117","2024-03-09 02:21:13.37703","CUST1286","MER322","Bank Transfer","Credit Card","24599.36","32.86","NGN","Successful","Transport","Port Harcourt","Web",0,"2024-03-09"
"TXN100118","2024-11-21 18:49:00.57638","CUST1792","MER366","Wallet","Debit Card","34849.04","155.2","NGN","Successful","Retail","Abuja","Mobile",0,"2024-11-24"
"TXN100119","2024-07-15 20:38:16.941052","CUST1009","MER227","Card","Wallet Balance","7157.15","217.01","NGN","Reversed","E-commerce","Abuja","Mobile",0,"2024-07-15"
"TXN100120","2024-10-21 17:10:32.733254","CUST1353","MER254","Card","Debit Card","65110.45","25.44","NGN","Pending","Hospitality","Lagos","Mobile",0,"2024-10-21"
"TXN100121","2024-11-23 01:45:35.234387","CUST1709","MER436","Wallet","Debit Card","22924.16","230.48","NGN","Successful","Utilities","Lagos","Mobile",0,"2024-11-24"
"TXN100122","2024-04-26 01:42:37.586713","CUST1247","MER201","Card","Wallet Balance","6857.47","177.16","NGN","Successful","Transport","Lagos","Mobile",0,"2024-04-28"
"TXN100123","2024-02-10 04:03:17.491905","CUST1778","MER386","Bank Transfer","Wallet Balance","37700.88","251.64","NGN","Successful",NULL,"Lagos","Mobile",0,"2024-02-10"
"TXN100124","2024-03-24 04:42:43.285923","CUST1543","MER410","Wallet","Debit Card","10217.39","73.24",NULL,"Pending","Retail","London","POS",0,"2024-03-24"
"TXN100125","2024-06-04 21:27:51.222118","CUST1641","MER402","USSD","Wallet Balance","46837.29","251.65","NGN","Successful","Transport","Manchester","POS",0,"2024-06-04"
"TXN100126","2024-10-25 13:48:33.658132","CUST1151","MER418","Bank Transfer","Credit Card","7536.66","37.42","NGN","Failed","Retail","London","Mobile",0,"2024-10-25"
"TXN100127","2024-11-10 03:59:59.673572","CUST1589","MER352","Card","Wallet Balance","16204.73","127.11","GBP","Successful","Transport","London","Mobile",0,"2024-11-12"
"TXN100128","2024-01-03 12:54:02.388432","CUST1416","MER356","Card","Credit Card","28725.93","67.85","NGN","Successful","Retail","Lagos","Mobile",0,"2024-01-03"
"TXN100129","2024-07-05 10:08:46.934086","CUST1548","MER215","Wallet","Wallet Balance","26248.25","264.05","NGN","Successful","Retail","Abuja",NULL,NULL,"2024-07-05"
"TXN100130","2024-06-01 08:31:13.3953","CUST1281","MER206","Bank Transfer",NULL,"21501.87","214.43","NGN","Successful","Retail","Manchester","Mobile",0,"2024-06-01"
"TXN100131","2024-03-22 01:39:51.911005","CUST1468","MER205","Bank Transfer","Debit Card","32288.51","17.35","NGN","Failed","Utilities","London","Web",0,"2024-03-22"
"TXN100132","2024-02-13 18:01:14.224235","CUST1520","MER419","Card","Credit Card","12433.65","12.76","NGN","Successful","Transport","Lagos","Mobile",0,"2024-02-13"
"TXN100133","2024-05-03 05:30:32.045385","CUST1742","MER398","Card","Credit Card","33461.34","94.46","NGN","Successful","Utilities","Abuja","Mobile",0,NULL
"TXN100134","2024-12-10 03:53:20.422585","CUST1396","MER430",NULL,"Debit Card","10663.85","51.55","USD","Successful","Utilities","Lagos","Mobile",0,"2024-12-11"
"TXN100135","2024-04-27 23:15:27.664207","CUST1501","MER262","Bank Transfer","Debit Card","43714.66","597.5122813050674","NGN","Pending","Retail","Lagos","Mobile",0,"2024-04-27"
"TXN100136","2024-07-08 08:36:21.047299","CUST1302","MER312","USSD","Debit Card","11387.87","202.5","GBP","Successful","E-commerce","Abuja","Mobile",0,"2024-07-09"
"TXN100137","2024-09-13 14:26:45.887718","CUST1209","MER376","Card","Credit Card","5933.15","283.17","GBP","Successful","Transport","Manchester","Mobile",0,"2024-09-13"
"TXN100138","2024-05-12 17:23:43.140633","CUST1642","MER417","USSD","Credit Card","26534.24","286.09",NULL,"Successful","Retail","Port Harcourt","Mobile",0,"2024-05-12"
"TXN100139","2024-12-20 16:48:39.760688","CUST1025","MER285","Wallet","Credit Card","19309.2","201.08","USD","Pending","Retail","Abuja","Web",0,"2024-12-20"
"TXN100140","2024-12-17 07:02:17.893294","CUST1530","MER405","Bank Transfer","Debit Card","21745.22","11.65","NGN","Successful","E-commerce","Abuja","Web",0,"2024-12-19"
"TXN100141","2024-04-01 21:36:46.481149","CUST1122","MER375","Card","Credit Card","13659.81","114.11","NGN","Failed","E-commerce","London","Web",0,"2024-04-03"
"TXN100142","2024-06-30 11:53:48.881822","CUST1399","MER218","Bank Transfer","Wallet Balance","23858.3","158.81","NGN","Failed","Utilities","Lagos","Mobile",0,"2024-06-30"
"TXN100143","2024-04-19 19:41:38.378382","CUST1547","MER200","Wallet","Debit Card","41314.46","154.76","USD","Failed","Transport","Port Harcourt","Mobile",0,"2024-04-19"
"TXN100144","2024-04-13 23:12:09.830688","CUST1313","MER435","Bank Transfer","Credit Card","21031.21","184.97","NGN","Reversed","Transport","Lagos","POS",0,"2024-04-14"
"TXN100145","2024-01-14 11:07:46.771773","CUST1541","MER246","Wallet","Wallet Balance","4974.26","288.56","NGN","Failed","Utilities","Abuja","Mobile",0,"2024-01-14"
"TXN100146","2024-08-10 11:47:00.83639","CUST1529","MER304","USSD","Wallet Balance","17204.84","266.71","GBP","Successful","Hospitality","Lagos","POS",0,"2024-08-12"
"TXN100147","2024-07-02 11:28:05.676545","CUST1742","MER326","Wallet","Credit Card","23045.81","41.58","NGN","Successful","Utilities","Manchester","POS",0,"2024-07-02"
"TXN100148","2024-01-19 18:57:13.89942","CUST1489","MER365","USSD","Wallet Balance","45517.13","87.13","NGN","Successful","Retail","Lagos","Mobile",0,"2024-01-19"
"TXN100149","2024-04-11 16:56:34.896166","CUST1066","MER397","Card","Debit Card","27365.62","251.6","NGN","Successful","Retail","Lagos","POS",0,"2024-04-12"
"TXN100150","2024-11-27 12:24:32.979844","CUST1656","MER446","Card","Wallet Balance","9459.53","249.05","NGN","Successful","Retail","Lagos","Web",0,"2024-11-27"
"TXN100151","2024-03-28 10:33:43.784074","CUST1593","MER295","Card","Debit Card","16660.81","89.86","NGN","Successful","E-commerce","Port Harcourt","Web",0,NULL
"TXN100152","2024-02-22 21:16:44.686269","CUST1159","MER344","Wallet","Debit Card","28406.03","687.6396589717066","NGN","Successful","Retail","London","POS",0,"2024-02-23"
"TXN100153","2024-06-27 15:36:22.248113","CUST1633","MER338","Wallet","Debit Card","24213.6","204.89","USD","Successful","Transport","Lagos","Mobile",0,"2024-06-27"
"TXN100154","2024-12-25 18:17:52.720832","CUST1594","MER440","USSD","Wallet Balance","25222.43","147.32","NGN","Pending","E-commerce","Lagos","Web",0,"2024-12-28"
"TXN100155","2024-03-29 08:24:15.042387","CUST1468","MER419","Card","Debit Card","6027.17","68.42","NGN","Failed","Transport","London","Web",0,"2024-03-29"
"TXN100156","2024-09-02 07:54:26.622992","CUST1025","MER397","Card","Debit Card","26351.78","267.71","NGN","Pending","E-commerce","London","Web",1,"2024-09-04"
"TXN100157","2024-10-04 23:47:16.189006","CUST1283","MER346","Wallet","Debit Card","20161.64","206.58","NGN","Successful","Utilities","London","Web",1,"2024-10-06"
"TXN100158","2024-03-27 17:42:17.587344","CUST1087","MER442","Bank Transfer","Wallet Balance","27096.33","59.01","NGN","Successful","Transport","Port Harcourt","Mobile",0,"2024-03-28"
"TXN100159","2024-09-22 19:10:30.769824","CUST1395","MER358","Card","Wallet Balance","19314.66","214.39","NGN","Successful","Hospitality","London","Mobile",0,"2024-09-22"
